DwellingType,ZoneType,UtilitiesType,BuildingType,HouseStyleType,OverallQuality,OverallConditions,YearBuilt,YearRemodel,RoofStyleType,RoofMaterial,ExteriorMaterial,ExteriorQuality,ExteriorConditions,FoundationMaterial,TotalBasementArea,HeatingType,HeatingQuality,HasAirConditioning,FirstFloorArea,SecondFloorArea,NumberOfBathrooms,NumberOfBedrooms,NumberOfKitchen,KitchenQuality,TotalNumberOfRooms,GarageType,GarageYearBuilt,GarageNumberOfCars,GarageArea,GarageQuality,GarageCondition,PoolArea,PoolQuality,FenceQuality,Label,Price,MoSold,YrSold
90,6,1,3,7,3,3,1977,1977,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,975,2,3,1,1004,0,1,2,1,3,4,2,1977,2,504,2,2,0,4,4,19000,190000,5,2006
20,6,1,1,1,4,3,1995,1996,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1237,2,2,1,1253,0,2,3,1,3,6,2,1995,2,402,2,2,0,4,4,19000,190000,6,2007
60,6,1,1,4,3,3,1992,1992,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,2,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,761,2,1,1,810,793,2,3,1,2,7,2,1992,2,484,2,2,0,4,4,19000,190000,7,2006
20,6,1,1,1,4,3,2001,2002,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1413,2,1,1,1430,0,2,3,1,2,6,2,2001,2,605,2,2,0,4,4,19000,190000,6,2009
85,6,1,1,7,3,3,1978,1978,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,2,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1097,2,1,1,1110,0,1,1,1,2,4,2,1978,2,602,2,2,0,4,4,19000,190000,7,2009
75,8,1,1,6,3,3,1914,2001,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,742,2,1,1,742,742,2,3,1,3,9,7,0,0,0,4,4,0,4,4,19100,191000,6,2008
20,6,1,1,1,3,3,1967,1967,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,277ED534-9DD8-4468-B15F-989F6EEBB6D5,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1372,2,3,1,1342,0,2,3,1,3,7,2,1967,2,457,2,2,0,4,4,19200,192000,9,2009
50,8,1,1,2,3,3,1915,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,2,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,686,2,3,1,966,686,2,4,1,3,7,6,1961,1,416,2,2,0,4,4,19200,192000,6,2010
60,6,1,1,4,4,3,2004,2004,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,956,2,1,1,956,1128,2,4,1,2,8,4,2004,2,618,2,2,0,4,4,19214,192140,1,2010
20,8,1,1,1,2,4,1954,2000,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,901,2,1,1,901,0,1,2,1,3,4,6,1954,1,281,2,2,0,4,4,19250,192500,8,2008
60,6,1,1,4,3,4,1966,2007,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,832,2,2,1,976,1111,2,5,1,2,9,2,1966,2,444,2,2,0,4,4,19300,193000,7,2007
120,6,1,4,1,4,3,2005,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1145,2,1,1,1145,0,2,2,1,2,5,2,2005,2,397,2,2,0,4,4,19300,193000,9,2009
80,6,1,1,8,3,3,1976,1976,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1029,2,3,1,1062,0,1,3,1,3,5,2,1976,2,539,2,2,0,4,4,19350,193500,5,2007
60,6,1,1,4,4,3,1996,1997,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1117,2,1,1,1127,886,2,3,1,3,8,2,1997,2,455,2,2,0,4,4,19450,194500,6,2007
20,6,1,1,1,4,3,2007,2007,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,AAE85B7F-8DAF-4D7F-8974-2B9F23B452AF,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1496,2,1,1,1496,0,2,3,1,2,7,2,2007,2,474,2,2,0,4,4,19450,194500,6,2007
60,6,1,1,4,4,3,1994,1996,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,712,2,1,1,1086,809,2,3,1,2,7,2,1994,2,409,2,2,0,4,4,19500,195000,10,2008
60,6,1,1,4,3,3,1980,1981,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,650,2,3,1,888,676,2,3,1,3,7,2,1980,2,476,2,2,0,4,1,19500,195000,4,2010
20,6,1,1,1,3,3,1977,1977,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,660,2,1,1,1285,0,1,3,1,3,7,2,1977,2,528,2,2,0,4,1,19500,195000,4,2007
20,6,1,1,1,3,3,1953,1953,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,773,2,2,1,773,0,1,2,1,3,4,2,1953,1,240,2,2,0,4,4,19650,196500,4,2008
60,6,1,1,4,5,3,2008,2009,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,1,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1926,2,1,1,1966,1174,3,4,1,1,11,4,2009,3,820,2,2,0,4,4,19650,196500,7,2009
50,6,1,1,2,3,4,1937,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,731,2,1,1,981,787,1,3,1,2,7,6,1939,1,240,2,2,0,4,1,19700,197000,6,2007
60,6,1,1,4,3,3,1997,1997,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,616,2,2,1,616,1072,2,4,1,2,8,2,1997,2,603,2,2,0,4,4,19750,197500,5,2008
30,8,1,1,1,2,4,1916,1990,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1196,2,1,1,1196,0,1,2,1,3,5,6,1957,2,440,2,2,0,4,4,19790,197900,7,2007
60,6,1,1,4,4,3,2005,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0B095DC6-F3B5-4983-BEF6-32A383A62849,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,728,2,1,1,728,728,2,3,1,2,7,2,2005,2,410,2,2,0,4,4,19790,197900,10,2008
60,6,1,1,4,5,3,2008,2009,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,1,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1734,2,1,1,1734,1088,3,4,1,1,12,4,2009,3,1020,2,2,0,4,4,19990,199900,1,2009
20,6,1,1,1,3,3,1954,1954,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,936,2,3,1,1128,0,1,2,1,3,5,2,1954,1,286,2,2,0,4,2,20000,200000,6,2006
20,6,1,1,1,4,3,2008,2008,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1417,2,1,1,1428,0,2,3,1,1,6,2,2008,2,554,2,2,0,4,4,20000,200000,7,2008
80,6,1,1,8,3,3,1967,1967,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,980,2,2,1,980,0,2,3,1,3,6,2,1967,1,384,2,2,0,4,4,20000,200000,10,2006
70,6,1,1,4,3,3,1923,2004,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1324,2,1,1,1072,504,1,3,1,2,6,2,1923,2,528,2,2,0,4,4,20000,200000,5,2009
80,6,1,1,8,3,3,1966,1966,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1024,2,3,1,1086,0,1,3,1,3,6,2,1966,2,484,2,2,0,4,2,20050,200500,6,2006
75,8,1,1,6,3,3,1898,1965,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,6798904E-1EFF-407F-8744-33C36445D544,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,849,2,3,0,1075,1063,2,2,3,3,11,6,1910,2,360,2,3,0,4,1,20100,201000,11,2009
20,6,1,1,1,3,3,1974,1999,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1040,2,4,1,1309,0,1,3,1,2,5,2,1974,2,484,2,2,648,2,1,20180,201800,1,2006
120,8,1,4,1,3,3,2004,2004,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,848,2,1,1,848,0,1,1,1,2,4,2,2004,2,420,2,2,0,4,4,20290,202900,6,2008
20,2,1,1,1,3,3,1952,1952,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,4,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,540,2,3,0,1044,0,1,2,1,4,4,3,1952,2,504,2,2,0,4,4,20400,204000,6,2010
20,6,1,1,1,3,3,1958,1958,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1442,2,2,1,1442,0,1,4,1,3,7,2,1958,1,301,2,2,0,4,4,20475,204750,4,2007
50,6,1,1,2,3,4,1918,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,E910036A-33BC-49FA-AC5A-405F75A50182,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,686,3,2,1,686,564,1,3,1,4,7,6,1955,1,280,2,2,0,4,4,20500,205000,7,2006
20,6,1,1,1,4,3,1998,1998,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1649,2,1,1,1661,0,2,3,1,2,6,2,1998,2,598,2,2,0,4,4,20500,205000,5,2010
20,6,1,1,1,3,3,1954,1954,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,277ED534-9DD8-4468-B15F-989F6EEBB6D5,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1008,2,2,1,1008,0,1,2,1,3,4,2,1954,1,275,2,2,0,4,4,20500,205000,7,2006
20,6,1,1,1,4,3,2002,2002,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,AAE85B7F-8DAF-4D7F-8974-2B9F23B452AF,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1568,2,1,1,1689,0,2,3,1,2,7,2,2002,3,857,2,2,0,4,4,20690,206900,7,2008
80,6,1,1,8,3,4,1971,1971,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1010,2,2,1,1052,0,1,3,1,3,6,2,1971,2,440,2,2,0,4,1,20850,208500,6,2010
120,6,1,4,1,4,3,2009,2010,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1358,2,1,1,1358,0,2,2,1,2,6,2,2010,2,484,2,2,0,4,4,21000,210000,6,2010
60,6,1,1,4,4,3,2003,2003,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,798,2,1,1,798,842,2,3,1,2,6,2,2003,2,595,2,2,0,4,4,21100,211000,6,2008
20,8,1,2,1,2,2,1953,1953,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,4,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,936,2,3,0,936,0,1,2,1,3,4,6,1974,2,576,2,2,0,4,4,21100,211000,2,2009
60,6,1,1,4,4,3,2003,2003,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,847,2,1,1,847,886,2,3,1,2,7,4,2003,2,433,2,2,0,4,4,21200,212000,10,2007
50,6,1,1,2,3,4,1940,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,778,2,3,1,944,545,2,3,1,3,7,6,1940,1,240,2,2,0,4,2,21200,212000,7,2009
20,3,1,1,1,4,3,2006,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1489,2,1,1,1489,0,2,3,1,2,7,2,2006,2,776,2,2,0,4,4,21300,213000,6,2006
20,6,1,1,1,5,3,2007,2008,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,AAE85B7F-8DAF-4D7F-8974-2B9F23B452AF,1,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,2078,2,1,1,2084,0,2,2,1,1,7,2,2007,3,1220,2,2,0,4,4,21350,213500,6,2008
45,8,1,1,3,3,3,1924,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,784,2,2,1,784,0,1,2,1,2,5,7,0,0,0,4,4,0,4,4,21400,214000,5,2008
20,6,1,1,1,4,3,2001,2001,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1454,2,1,1,1434,0,2,3,1,2,6,2,2001,2,527,2,2,0,4,4,21400,214000,4,2009
60,6,1,1,4,3,3,1967,1967,1,AC53DAE4-84AA-4201-8145-94E7E12C929E,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1013,2,3,1,1160,966,2,3,1,3,7,2,1967,2,538,2,2,0,4,4,21490,214900,6,2009
160,3,1,5,4,4,3,2005,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,600,2,1,1,520,623,2,2,1,2,4,6,2005,2,480,2,2,0,4,4,21500,215000,7,2006
20,6,1,1,1,3,3,1957,1957,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1392,2,3,1,1392,0,1,3,1,3,6,2,1957,2,458,2,2,0,4,4,21500,215000,6,2008
160,3,1,4,4,4,3,2005,2005,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,600,2,1,1,520,600,2,2,1,2,4,6,2005,2,480,2,2,0,4,4,21500,215000,6,2006
60,6,1,1,4,4,3,2003,2003,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,941,2,1,1,941,888,2,3,1,2,7,2,2003,2,613,2,2,0,4,4,21500,215000,1,2010
20,6,1,1,1,3,3,1964,1964,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1516,2,3,1,1516,0,1,3,1,3,6,2,1964,2,472,2,2,0,4,4,21650,216500,2,2009
20,6,1,1,1,3,3,1961,1961,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1144,2,2,1,1144,0,1,3,1,3,6,2,1961,2,456,2,2,0,4,2,21921,219210,9,2008
20,6,1,1,1,2,4,1950,1995,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1067,2,3,1,1067,0,2,2,1,2,4,2,1996,2,436,2,2,0,4,4,21950,219500,2,2010
30,8,1,1,1,3,3,1948,1973,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,1559,2,2,1,1559,0,1,2,1,3,5,6,1948,2,812,2,2,0,4,2,21950,219500,6,2007
160,8,1,5,4,3,3,1973,1973,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,483,2,3,1,483,504,1,2,1,3,5,6,1973,1,264,2,2,0,4,4,22000,220000,11,2008
20,6,1,1,1,3,3,1995,2006,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1099,2,1,1,1099,0,1,3,1,2,6,2,1999,1,352,2,2,0,4,4,22100,221000,6,2008
50,6,1,1,2,3,3,1946,1995,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,768,2,1,1,768,432,1,3,1,3,6,6,1946,1,240,2,2,0,4,4,22200,222000,5,2008
70,5,1,1,4,3,4,1925,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,672,2,3,0,810,672,2,4,1,4,7,6,1934,1,400,2,2,0,4,4,22250,222500,3,2008
70,8,1,1,4,3,4,1904,2002,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,650,2,2,1,958,581,2,3,1,2,8,6,1983,2,686,1,2,0,4,4,22250,222500,6,2008
80,6,1,1,8,3,4,1966,1966,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1127,2,3,1,1165,0,1,3,1,3,6,2,1966,2,490,1,1,0,4,1,22350,223500,5,2008
90,6,1,3,1,3,2,1961,1961,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,277ED534-9DD8-4468-B15F-989F6EEBB6D5,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1800,2,1,0,1800,0,2,6,2,3,10,7,0,0,0,4,4,0,4,4,22450,224500,7,2007
50,8,1,1,2,3,4,1915,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,876,2,2,1,876,540,1,4,1,3,7,6,1949,3,720,2,2,0,4,4,22490,224900,6,2008
85,6,1,1,7,3,3,1975,1981,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1390,2,3,1,1701,0,2,3,1,3,6,3,1975,2,611,2,2,0,4,4,22500,225000,1,2007
60,6,1,1,4,4,3,1993,1993,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,740,2,1,1,1006,769,2,3,1,2,7,2,1993,2,425,2,2,0,4,4,22500,225000,7,2009
20,6,1,1,1,3,3,1972,1972,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,864,2,1,1,864,0,1,3,1,3,5,2,1972,1,338,2,2,0,4,4,22500,225000,8,2009
50,6,1,1,2,3,4,1908,1997,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,990666D4-DC69-4DB5-9525-8EA305C3904A,907,2,3,1,1307,1051,3,5,1,3,10,6,1908,2,360,2,2,0,4,4,22600,226000,9,2008
80,6,1,1,8,3,4,1976,1994,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,2,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,528,2,1,1,1094,761,2,3,1,3,7,2,1976,2,512,2,2,0,4,4,22700,227000,8,2007
120,8,1,4,1,3,3,2003,2003,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,848,2,1,1,848,0,1,1,1,2,3,2,2003,2,420,2,2,0,4,4,22800,228000,11,2007
120,6,1,4,1,4,3,2003,2003,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,C104E89E-A79A-447B-B7F3-5B012D983BF1,2,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,1273,2,1,1,1456,0,2,2,1,2,7,2,2003,2,400,2,2,0,4,4,22850,228500,5,2006
75,6,1,1,6,4,3,1941,1950,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,918,2,2,1,918,728,2,4,1,3,7,6,1941,1,240,2,2,0,4,1,22850,228500,8,2007
80,6,1,1,8,3,3,1964,1964,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,106B95FF-4D5B-4FCE-9139-CBD840B33D12,3,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1127,2,3,1,1445,0,1,3,1,3,7,2,1964,2,645,2,2,0,4,1,23000,230000,8,2009
20,6,1,1,1,3,2,1955,1974,4,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1763,2,3,1,1779,0,1,3,1,3,6,2,1955,2,454,2,2,0,4,4,23000,230000,7,2006
20,6,1,1,1,3,4,1962,2010,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,2,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1040,2,1,1,1040,0,1,3,1,3,6,6,1962,1,260,2,2,0,4,4,23000,230000,4,2010
80,6,1,1,8,3,3,1978,1978,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,0102B9C9-98A7-4CBD-8019-52E96750794E,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,940,2,3,1,1026,0,1,3,1,3,5,6,1981,2,576,2,2,0,4,1,23050,230500,10,2008
60,6,1,1,4,3,3,1994,1995,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,E22DAC95-72C8-47BA-B19D-EF59AAD01C08,702,2,2,1,702,779,2,3,1,3,6,2,1994,2,343,2,2,0,4,4,23150,231500,3,2009
20,6,1,1,1,4,3,1976,1976,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1090,2,3,1,1370,0,2,3,1,3,6,2,1976,2,479,2,2,0,4,1,23150,231500,6,2009
60,6,1,1,4,3,4,1968,1984,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,A746B3DE-1205-46A8-9BE6-1D58B0367728,3,3,0F3B9D4D-1FC3-4022-8D0F-1AD9680D57A3,1054,2,3,1,1512,1142,2,4,1,2,9,2,1968,2,619,2,2,0,4,4,23300,233000,8,2006
50,6,1,1,2,4,4,1918,1998,2,547FAAF7-BB29-4364-B6E0-7452CE4B6F08,4B1DFC34-7970-4926-BF75-0DA2A5EE235C,2,3,990666D4-DC69-4DB5-9525-8EA305C3904A,912,2,2,1,912,514,1,3,1,2,7,6,1925,1,216,2,2,0,4,1,23323,233230,6,2007
